90,tiramisu-au-chocolat-blanc-fraises-et-speculoos
meursault,queue-de-homard-au-beurre-de-clementines,cailles-au-raisins-et-girolles,turbot-grille-aux-asperges-sauce-hollandaise,gratin-de-puree-au-colin-et-saumon,gratin-de-potimarron-au-crabe,sole-meuniere,langouste
meursault-1er-cru,langouste
minervois,paupiette-de-seitan-farcies-au-chataignes-noix-et-cepes,porc-au-caramel
minervois-domaine-pujol-izard-cuvee-saint-fructueux-2009,paupiette-de-seitan-farcies-au-chataignes-noix-et-cepes
mondeuse,raclette,fondue-savoyarde
montbazillac,poire-au-chocolat-et-amandes
montrachet,langouste
montravel,queue-de-langouste-aux-truffes
morgon,civet-de-lapin,roti-de-veau,lapin-au-cidre,lasagnes
moselle-blanc,daurade-farcie
moulin-a-vent,plateau-de-fromages,cailles-au-raisins-et-girolles,caille-aux-raisins
moulis,canette-aux-clementines,pigeon-roti-sur-puree-de-carottes-et-petits-pois
musact-de-rivesaltes,salade-de-fonds-d-artichauts-aux-fraises
muscadet,huitres-au-naturel,langoustines,huitres
muscadet-sur-lie,bouquets-crevettes-roses,huitres-claires,maquereaux-au-vin-blanc
muscat,saint-jacques-et-foie-gras-poeles
muscat-d-alsace,tarte-aux-abricots-et-amandes,oeuf-au-guacamole-et-crevette-rose
muscat-de-frontignan,puddings-au-potiron
muscat-de-rivesaltes,gateau-moelleux-au-chocolat,oeuf-au-guacamole-et-crevette-rose,puddings-au-potiron
muscat-sec,caille-aux-raisins,roules-de-saumon-fume-au-celeri,avocat-au-crabe,homard-grille-au-beurre-blanc
nero-d-avola,pizza
nuits-saint-georges,poulet-aux-ecrevisses,chapon-farci-marrons-champignon-et-purees-douces
orangina,cuisses-de-poulet-au-coca-cola
ouzo,samousas-au-poulet-et-champignons
paris-cola,cuisses-de-poulet-au-coca-cola
pastis,samousas-au-poulet-et-champignons,petits-eperlans-poeles
pauillac,roti-de-boeuf,gigot-d-agneau
pepsi-cola,cuisses-de-poulet-au-coca-cola
perigord,cassoulet
pernod,samousas-au-poulet-et-champignons
perrier,samousas-au-poulet-et-champignons
persan,gratin-dauphinois
pessac-leognan,gigot-d-agneau
pessac-leognan-blanc,saint-jacques-et-foie-gras-poeles
petit-chablis,langoustines
pic-st-loup-blanc,daurade-farcie
picpoul-de-pinet,magret-de-canard-poele-a-l-ananas,langoustines
pinot,choucroute-alsacienne
pinot-blanc,queue-de-langouste-aux-truffes
pinot-blanc-d-alsace,avocat-au-crabe
pinot-gris,baeckeoffe,homard-grille-au-beurre-blanc,homard-grille-sauce-homardine,choucroute-alsacienne
pinot-gris-d-alsace-vendanges-tardives,puree-de-patate-douce-a-la-truffe
pinot-noir-d-alsace,choucroute,cailles-au-raisins-et-girolles,baeckeoffe
poire,poire-au-chocolat-et-amandes
pomerol,escalope-de-foie-gras-sur-mousseline-de-butternut
pommard,civet-de-lapin,roti-de-boeuf
porto,plateau-de-fromages
porto-vintage,sardines-millesimees
pouilly-fuisse,sole-meuniere,lapin-aux-asperges-blanches,langoustines,cailles-au-raisins-et-girolles,poulet-aux-ecrevisses
puligny-montrachet,langouste,queue-de-homard-au-beurre-de-clementines
quincy,gratin-de-potimarron-au-crabe
raki,samousas-au-poulet-et-champignons
rhum-blanc,tarte-fine-aux-bananes-et-framboises
ribera-del-duero,asperges-vertes-jambon-fume-et-fromage
ricard,samousas-au-poulet-et-champignons
riesling,choucroute-alsacienne,bouquets-crevettes-roses,daurade-farcie,homard-grille-au-beurre-blanc,baeckeoffe,huitres-claires,foie-gras-aux-raisins,huitres
riesling-d-alsace,daurade-farcie
rivesaltes-grenat,gateau-au-chocolat
rose-de-provence,magret-de-canard-poele-a-l-ananas,poulet-roti,petits-eperlans-poeles
roses,pissaladiere
roses-de-provence,tarte-ratatouille-aux-lardons
roussette,fondue-savoyarde
roussette-de-savoie,raclette
rully-rouge,roti-de-filet-de-veau-sur-champignons-cremeux
saint-amour,potee-au-chou,cailles-au-raisins-et-girolles,baeckeoffe,lapin-au-cidre
saint-emilion,roti-de-boeuf,cuisses-de-canard-au-miel-et-haricots-tarbais,magret-de-canard-poele-a-l-ananas,paupiette-de-seitan-farcies-au-chataignes-noix-et-cepes,gigot-d-agneau
saint-estephe,escalope-de-foie-gras-sur-mousseline-de-butternut
saint-julien,pigeon-roti-sur-puree-de-carottes-et-petits-pois
saint-nicolas-de-bourgueuil,ris-de-veau-a-la-marechale
saint-pourcain-rouge,potee-au-chou
saint-veran,langoustines
sainte-croix-du-mont,puree-de-patate-douce-a-la-truffe
san-pelegrino,samousas-au-poulet-et-champignons
sancerre-rouge,tajine-de-poulet,poulet-roti,paupiette-de-seitan-farcies-au-chataignes-noix-et-cepes
sangiovese,pizza
santenay,roti-de-boeuf
saumur,maquereaux-au-vin-blanc
saumur-blanc,poulet-au-citron,bouquets-crevettes-roses
saumur-champigny,paupiette-de-seitan-farcies-au-chataignes-noix-et-cepes,lapin-au-cidre,turbot-grille-aux-asperges-sauce-hollandaise
sauternes,puree-de-patate-douce-a-la-truffe,tarte-aux-abricots-et-amandes,foie-gras-aux-raisins,lotte-aux-agrumes,poire-au-chocolat-et-amandes,homard-grille-au-beurre-blanc,saint-jacques-et-foie-gras-poeles,salade-de-fonds-d-artichauts-aux-fraises
sauvignon,maquereaux-au-vin-blanc,huitres-claires
sauvignon-blanc-kabinett-trocken,salade-printaniere-au-quinoa-rouge
savigny-les-beaune,roti-de-veau
sidi-brahim,couscous
smoothie-a-la-banane,tarte-fine-aux-bananes-et-framboises
sylvaner,choucroute-alsacienne,huitres-claires
syrah,pizza
tariquet,toast-de-foie-gras-sur-lit-de-confit-d-oignon-ou-confit-de-figues
tariquet-1eres-grives,macaron-epice-foie-gras-et-confit-de-figues
tautavel,tournedos-de-veau-aux-asperges-des-bois-et-mini-champignons,canette-fermiere-aux-peches-du-roussillon
terres-salees-blanc-domaine-de-simonet-christophe-barbier-vdp-des-cotes-de-perignan,fruits-de-mer
the,tarte-fine-aux-bananes-et-framboises
three-horses-beer,ravitoto
tokay-d-alsace,lotte-aux-agrumes
touraine,maquereaux-au-vin-blanc
touraine-rouge,lapin-au-cidre
touraine-sauvignon,bouquets-crevettes-roses
un-blanc-aop-du-languedoc,hamburgers-au-poulet-aux-tomates-et-au-crottin-de-chavignol
un-champagne-blancs-de-blancs,tarte-aux-abricots-et-aux-amandes
un-vin-blanc-aromatique-et-rond-du-chateau-valcombe,canapes-de-crevettes-sur-concombre
un-vin-rose-bio-en-appellation-ventoux,tiramisu-au-chocolat-blanc-fraises-et-speculoos
un-vin-rouge-en-appellation-ventoux,terrine-de-legumes-au-chevre-frais-et-a-la-truffe-du-ventoux
une-petite-merveille-de-terra-ventoux,terrine-de-legumes-au-chevre-frais-et-a-la-truffe-du-ventoux
une-petite-merveille-du-domaine-de-la-massane,tiramisu-au-chocolat-blanc-fraises-et-speculoos
vacqueyras,chapon-roti-aux-pommes
valencay,poulet-roti
ventoux,lapin-chasseur,pizza
verdesse,gratin-dauphinois
vin-de-savoie-blanc,raclette
vin-de-savoie-rouge,raclette
vin-jaune-cepage-savagnin,foie-gras
vin-jaune-du-jura,raclette
vin-liquoreux,puree-de-patate-douce-a-la-truffe
vin-rose-de-loire,cuisses-de-poulet-au-coca-cola
vino-nobile-di-montepulciano,osso-bucco
vins-d-alsace,fondue-savoyarde
vins-d-espagne,couscous
vins-roses,oeuf-sur-le-plat
viognier,avocat-au-crabe,homard-sur-sable-de-mini-pates
vodka,tartelettes-aux-fraises-et-au-fromage-blanc-avec-une-note-de-citron-vert-et-de-banane
volnay,chapon-farci-marrons-champignon-et-purees-douces
vosne-romanee,roti-de-veau
vouvray,tarte-aux-abricots-et-amandes,saint-pierre-a-la-sauce-hollandaise,tarte-aux-poires
woska-du-domaine-des-hautes-glaces,tartelettes-aux-fraises-et-au-fromage-blanc-avec-une-note-de-citron-vert-et-de-banane
zinfandel,pizza
